268273;NITROFURANTOÍNA, DOSAGEM:100 MG;0.2600;0.4617;
363597;PERMETRINA, CONCENTRAÇÃO:50 MG/ML, FORMA FARMACEUTICA:LOÇÃO;2.9900;3.3762;
268370;ACICLOVIR, DOSAGEM:200 MG;0.1910;0.3270;
396086;SAPROPTERINA DICLORIDRATO, CONCENTRAÇÃO:100 MG, FORMA FARMACÊUTICA:COMPRIMIDO SO;107.8900;413.4309;
305270;LEVOFLOXACINO, DOSAGEM:500 MG;0.6900;1.0756;
272044;CLONIDINA CLORIDRATO, CONCENTRAÇÃO:0,15 MG;0.2800;0.2929;
412963;SIMETICONA, CONCENTRAÇÃO:40 MG;0.1100;0.4753;
267503;ÁCIDO FÓLICO, DOSAGEM:5 MG;0.0400;0.2215;
267517;ATENOLOL, DOSAGEM:50 MG;0.0650;0.2481;
272434;ANLODIPINO BESILATO, DOSAGEM:5 MG;0.0300;0.1773;
267151;CETOCONAZOL, DOSAGEM:200 MG;0.2600;0.3785;
448844;CETOPROFENO, CONCENTRAÇAO:100 MG, FORMA FARMACEUTICA:PÓ LIÓFILO P/ INJETÁVEL;3.5040;4.2159;
274567;VITAMINAS DO COMPLEXO B, COMPOSIÇÃO BÁSICA:B1 + B6 + B12, USO:SOLUÇÃO INJETÁVEL;1.2000;2.8281;
433280;LEVODOPA, COMPOSIÇÃO:ASSOCIADO À BENSERAZIDA, CONCENTRAÇÃO:100MG + 25 MG;1.0250;1.2887;
268158;PIRIMETAMINA, DOSAGEM:25 MG;0.0790;0.0884;
272335;DIMENIDRINATO, APRESENTAÇÃO:ASSOCIADO COM PIRIDOXINA CLORIDRATO, DOSAGEM:25MG + ;3.9850;4.8122;
268243;DEXAMETASONA, DOSAGEM:0,1 MG/ML, APRESENTAÇÃO:ELIXIR;2.2500;2.8241;
272603;DROPROPIZINA, DOSAGEM:1,5 MG/ML, APRESENTAÇÃO:XAROPE;8.1000;8.2877;
276378;CILOSTAZOL, CONCENTRAÇÃO:100 MG;0.4400;0.7288;
269963;DOMPERIDONA, DOSAGEM:1 MG/ML, INDICAÇÃO:SUSPENSÃO ORAL;10.2000;11.8795;
267197;DIAZEPAM, DOSAGEM:10 MG;0.0700;0.1981;
